Date,Air Temp Max (C),Air Temp Min (C),24-hour Total Precip (mm),Season Total Precip (mm),% of Precip as Snow,% of Precip as Rain,New Snow (cm),Season Total Snow (cm),Snowpack depth (cm),Snow Water Equivalent (cm),Remarks
1/2/17,-6,-9,37,932,100,NA,25.5,252.5,92,--,
1/3/17,-1,-6,54,986,100,NA,46.5,299,137.5,26.4,
1/4/17,0,-3,104,1090,100,NA,58,357,170,39.6,
1/5/17,-2,-13,2,1092,100,NA,49,406,198,47.4,
1/6/17,0,-16,0,1092,NA,NA,0.5,406.5,184,46.5,
1/7/17,3,-6,54,1146,17,83,6,412.5,188,--,
1/8/17,6,0,134,1280,NA,100,1,413.5,166,--,
1/9/17,2,-5,54,1334,90,10,2,415.5,147,57,
1/10/17,0,-3,111,1445,100,NA,87.5,503,213,--,
1/11/17,-1,-6,35,1480,100,NA,51.5,554.5,259,85,
1/12/17,-1,-6,11,1491,100,NA,45,599.5,290,87.6,
1/13/17,0,-7,0,1491,NA,NA,10,609.5,288,88.5,
1/14/17,0,-8,0,1491,NA,NA,0,609.5,282,--,
1/15/17,2,-10,0,1491,NA,NA,0,609.5,275,--,
1/16/17,3,-9,0,1491,NA,NA,0,609.5,267,--,
1/17/17,7,-6,0,1491,NA,NA,0,609.5,256,84.5,
1/18/17,1,-3,49,1540,100,NA,1.5,611,247.5,82.4,
1/19/17,-1,-5,39,1579,100,NA,54,665,297.5,87,
1/20/17,-3,-6,40,1619,100,NA,43.5,708.5,328,91.5,
1/21/17,-2,-6,22,1641,100,NA,42.5,751,350,--,
1/22/17,-1,-6,66,1707,100,NA,26.5,777.5,360,--,
1/23/17,-2,-8,7,1714,100,NA,48.5,826,378,107.3,
1/24/17,-2,-12,0,1714,NA,NA,3,829,363,108.4,
1/25/17,-3,-12,1,1715,100,NA,0,829,352,--,
1/26/17,0,-9,0,1715,NA,NA,1.5,830.5,344,110.7,
1/27/17,5,-9,0,1715,NA,NA,0,830.5,335,110,
1/28/17,10,-8,0,1715,NA,NA,0,830.5,326,--,
1/29/17,12,-6,0,1715,NA,NA,0,830.5,318.5,--,
1/30/17,16,-5,0,1715,NA,NA,0,830.5,312,108,
1/31/17,12,-7,0,1715,NA,NA,0,830.5,305,107.4,
2/1/17,7,-6,0,1715,NA,NA,0,830.5,298.5,106.7,
2/2/17,1,-2,21,1736,40,60,8.5,839,302.5,--,
2/3/17,1,-1,67,1803,85,15,13.5,852.5,310.5,103.6,
2/4/17,2,-2,13,1816,100,NA,36,888.5,336,--,
2/5/17,5,-4,T,1816,100,NA,5,893.5,332.5,--,
2/6/17,0,-2,65,1881,90,10,23.5,917,347.5,111.5,
2/7/17,0,-1,74,1955,NA,100,28,945,341,116,
2/8/17,5,2,94,2049,NA,100,0,945,325.5,115.8,
2/9/17,5,3,71,2120,30,70,0,945,314,114,
2/10/17,1,-6,50,2170,100,NA,30,975,334,118.1,
2/11/17,2,-6,1,2171,100,NA,13,988,332,--,
2/12/17,5,-5,0,2171,NA,NA,0,988,327.5,--,
2/13/17,9,-5,0,2171,NA,NA,0,988,324,121.8,
2/14/17,11,-4,0,2171,NA,NA,0,988,320,--,
2/15/17,9,-3,0,2171,NA,NA,0,988,316,122,
2/16/17,5,-1,21,2192,100,NA,4.5,992.5,312,--,
2/17/17,0,-2,21,2213,100,NA,12.5,1005,324.5,126.8,
2/18/17,1,-3,15,2228,100,NA,21,1026,338,--,
2/19/17,-2,-6,15,2243,100,NA,22,1048,357.5,--,
2/20/17,0,-2,111,2354,100,NA,62,1110,409,158.7,
2/21/17,-1,-4,62,2416,100,NA,22,1132,415,--,
2/22/17,-3,-9,14,2430,100,NA,30,1162,438,170.8,
2/23/17,-9,-11,2,2432,100,NA,2.5,1164.5,428,171,
2/24/17,-3,-10,1,2433,100,NA,5.5,1170,430,172.1,
2/25/17,1,-9,3,2436,100,NA,9.5,1179.5,428,--,
2/26/17,-1,-14,11,2447,100,NA,4.5,1184,419.5,--,
2/27/17,-2,-12,T,2447,100,NA,9,1193,412,177.2,
2/28/17,1,-13,0,2447,NA,NA,0,1193,407,175,
3/1/17,8,-11,0,2447,NA,NA,0,1193,402,173.7,
3/2/17,13,-9,0,2447,NA,NA,0,1193,397,--,
3/3/17,10,-8,0,2447,NA,NA,0,1193,391.5,169.5,
3/4/17,2,-3,17,2464,100,NA,0,1193,388.5,--,
3/5/17,-3,-10,32,2496,100,NA,47,1240,433,--,
3/6/17,-3,-10,23,2519,100,NA,21,1261,464,--,
3/7/17,0,-10,2,2521,100,NA,10,1271,456,176,
3/8/17,11,-3,0,2521,NA,NA,2,1273,443,179,
3/9/17,16,-3,0,2521,NA,NA,0,1273,423.5,--,
3/10/17,13,-1,0,2521,NA,NA,0,1273,409,171.6,
3/11/17,15,-2,0,2521,NA,NA,0,1273,403,--,
3/12/17,18,-3,0,2521,NA,NA,0,1273,394,--,
3/13/17,18,-2,0,2521,NA,NA,0,1273,385,171.5,
3/14/17,16,-1,0,2521,NA,NA,0,1273,378.5,--,
3/15/17,12,-1,0,2521,NA,NA,0,1273,372,171.9,
3/16/17,12,-1,0,2521,NA,NA,0,1273,366.5,171.9,
3/17/17,16,-2,0,2521,NA,NA,0,1273,359,168.7,
3/18/17,7,1,4,2525,NA,100,0,1273,354.5,--,
3/19/17,12,0,0,2525,NA,NA,0,1273,349.5,--,
3/20/17,10,0,5,2530,20,80,0,1273,345,170.8,
3/21/17,3,-3,41,2571,10,90,1.5,1274.5,340,--,
3/22/17,3,-7,12,2583,90,10,4,1278.5,342.5,--,
3/23/17,5,-9,0,2583,NA,NA,0,1278.5,350.5,--,
3/24/17,0,-3,0,2583,NA,NA,0,1278.5,345.5,175.3,
3/25/17,6,-3,5,2588,100,NA,6.5,1285,350.5,--,
3/26/17,3,-3,19,2607,100,NA,16,1301,365,--,
3/27/17,4,-4,7,2614,100,NA,7.5,1308.5,370,--,
3/28/17,8,-4,0,2614,NA,NA,0,1308.5,364,--,
3/29/17,15,0,0,2614,NA,NA,0,1308.5,357,179.6,
3/30/17,5,-2,18,2632,NA,100,0,1308.5,353,--,
3/31/17,7,-3,0,2632,NA,NA,0,1308.5,349,--,
4/1/17,14,2,0,2632,NA,NA,0,1308.5,345,--,
4/2/17,13,0,0,2632,NA,NA,0,1308.5,341,--,
4/3/17,10,-2,0,2632,NA,NA,0,1308.5,337,172.2,
4/4/17,12,-1,0,2632,NA,NA,0,1308.5,333,--,
4/5/17,12,2,0,2632,NA,NA,0,1308.5,328.5,175,
4/6/17,7,1,38,2670,50,50,0,1308.5,322,--,
4/7/17,2,0,48,2718,80,20,13.5,1322,335,172.2,
4/8/17,1,-8,25,2743,100,NA,26,1348,357,--,
4/9/17,3,-10,0,2743,NA,NA,4,1352,360,--,
4/10/17,6,-4,0,2743,NA,NA,0,1352,356,177,
4/11/17,4,-1,3,2746,100,NA,0,1352,352,--,
4/12/17,5,1,40,2786,90,10,T,1352,348,176.8,
4/13/17,1,-3,57,2843,100,NA,28,1380,374,--,
4/14/17,4,-11,0,2843,NA,NA,34.5,1414.5,395.5,180.2,
4/15/17,11,-8,0,2843,NA,NA,0,1414.5,388.5,--,
4/16/17,10,-4,18,2861,5,95,0,1414.5,381.5,--,
4/17/17,7,0,22,2883,NA,100,0,1414.5,374.5,183.1,
4/18/17,9,-3,11,2894,80,20,5,1419.5,376.5,--,
4/19/17,9,-5,1,2895,100,NA,T,1419.5,370.5,181.9,
4/20/17,6,-2,6,2901,NA,100,0,1419.5,363.5,--,
4/21/17,17,-2,0,2901,NA,NA,0,1419.5,357,178.5,
4/22/17,13,-1,0,2901,NA,NA,0,1419.5,348,--,
4/23/17,10,0,0,2901,NA,NA,0,1419.5,335,--,
4/24/17,1,-2,18,2919,50,50,10,1429.5,341.5,172.5,
4/25/17,8,-3,0,2919,NA,NA,T,1429.5,336,--,
4/26/17,6,1,14,2933,NA,100,0,1429.5,330.5,172.7,
4/27/17,9,-3,5,2938,NA,100,0,1429.5,327.5,--,
4/28/17,6,-4,0,2938,NA,NA,0,1429.5,322,168.7,
4/29/17,15,-2,0,2938,NA,NA,0,1429.5,316.5,--,
4/30/17,15,-2,0,2938,NA,NA,0,1429.5,310,162.6,
5/1/17,18,0,0,2938,NA,NA,0,1429.5,306,--,
5/2/17,20,1,0,2938,NA,NA,0,1429.5,298,159.1,
5/3/17,21,3,0,2938,NA,NA,0,1429.5,290,--,
5/4/17,21,3,0,2938,NA,NA,0,1429.5,282,--,
5/5/17,14,3,0,2938,NA,NA,0,1429.5,272,155.1,
5/6/17,7,0,21,2959,45,55,0,1429.5,263,--,
5/7/17,13,1,0,2959,NA,NA,2,1431.5,263.5,--,
5/8/17,17,2,0,2959,NA,NA,0,1431.5,258,142.7,
5/9/17,19,2,0,2959,NA,NA,0,1431.5,251,--,
5/10/17,17,1,0,2959,NA,NA,0,1431.5,244.5,136.4,
5/11/17,13,3,0,2959,NA,NA,0,1431.5,236,--,
5/12/17,6,-3,1,2960,NA,100,0,1431.5,227.5,123.7,
5/13/17,7,-3,0,2960,NA,NA,0,1431.5,223.5,--,
5/14/17,7,-3,T,2960,NA,100,0,1431.5,219.5,--,
5/15/17,11,-3,T,2960,NA,100,0,1431.5,215.5,118.9,
5/16/17,5,-2,10,2970,35,65,0,1431.5,213,--,
5/17/17,9,-2,5,2975,90,10,3,1434.5,215,121.2,
5/18/17,13,-2,0,2975,NA,NA,0,1434.5,210,--,
5/19/17,19,2,0,2975,NA,NA,0,1434.5,197,113,
5/20/17,19,1,0,2975,NA,NA,0,1434.5,189,--,
5/21/17,20,2,0,2975,NA,NA,0,1434.5,180.5,--,
5/22/17,23,3,0,2975,NA,NA,0,1434.5,172.5,98.3,
5/23/17,24,4,0,2975,NA,NA,0,1434.5,165.5,--,
5/24/17,18,2,0,2975,NA,NA,0,1434.5,157,91.8,
5/25/17,15,1,0,2975,NA,NA,0,1434.5,146,--,
5/26/17,15,0,0,2975,NA,NA,0,1434.5,139,83.6,
5/27/17,19,2,0,2975,NA,NA,0,1434.5,131.5,--,
5/28/17,22,2,0,2975,NA,NA,0,1434.5,124,--,
5/29/17,22,2,0,2975,NA,NA,0,1434.5,116.5,--,
5/30/17,20,2,0,2975,NA,NA,0,1434.5,109,65.4,
5/31/17,12,1,1,2976,NA,100,0,1434.5,103,59.4,
6/1/17,16,0,0,2976,NA,NA,0,1434.5,95.5,55.1,
6/2/17,21,1,0,2976,NA,NA,0,1434.5,88,50.8,
6/3/17,20,3,0,2976,NA,NA,0,1434.5,81,--,
6/4/17,18,1,0,2976,NA,NA,0,1434.5,73.5,--,
6/5/17,20,1,0,2976,NA,NA,0,1434.5,66,39.2,
6/6/17,21,1,0,2976,NA,NA,0,1434.5,56,33.2,
6/7/17,19,2,0,2976,NA,NA,0,1434.5,46,--,
6/8/17,8,4,4,2980,NA,100,0,1434.5,39,23,
6/9/17,7,3,6,2986,NA,100,0,1434.5,33,19.5,
6/10/17,9,0,0,2986,NA,NA,0,1434.5,23,--,
6/11/17,5,-2,7,2993,100,NA,0,1434.5,15,--,
6/12/17,2,-2,12,3005,75,25,17.5,1452,30,9.4,
6/13/17,15,-3,0,3005,NA,NA,0,1452,20,8.2,
6/14/17,19,2,0,3005,NA,NA,0,1452,7,3.6,
6/15/17,20,2,0,3005,NA,NA,0,1452,0,0,
6/16/17,25,5,0,3005,NA,NA,0,1452,0,0,
6/17/17,25,5,0,3005,NA,NA,0,1452,0,0,
6/18/17,27,11,0,3005,NA,NA,0,1452,0,0,
6/19/17,29,8,T,3005,NA,100,0,1452,0,0,
6/20/17,28,8,0,3005,NA,NA,0,1452,0,0,
6/21/17,28,7,0,3005,NA,NA,0,1452,0,0,
6/22/17,29,11,0,3005,NA,NA,0,1452,0,0,
6/23/17,28,10,0,3005,NA,NA,0,1452,0,0,
6/24/17,29,9,0,3005,NA,NA,0,1452,0,0,
6/25/17,27,9,0,3005,NA,NA,0,1452,0,0,
6/26/17,22,7,0,3005,NA,NA,0,1452,0,0,
6/27/17,21,4,0,3005,NA,NA,0,1452,0,0,
6/28/17,21,3,0,3005,NA,NA,0,1452,0,0,
6/29/17,24,4,0,3005,NA,NA,0,1452,0,0,
6/30/17,26,9,0,3005,NA,NA,0,1452,0,0,
7/1/17,24,8,0,3005,NA,NA,0,1452,0,0,
7/2/17,26,7,0,3005,NA,NA,0,1452,0,0,
7/3/17,25,8,0,3005,NA,NA,0,1452,0,0,
7/4/17,24,9,0,3005,NA,NA,0,1452,0,0,
7/5/17,25,8,0,3005,NA,NA,0,1452,0,0,
7/6/17,27,9,0,3005,NA,NA,0,1452,0,0,
7/7/17,28,10,0,3005,NA,NA,0,1452,0,0,
7/8/17,29,11,0,3005,NA,NA,0,1452,0,0,
7/9/17,26,10,0,3005,NA,NA,0,1452,0,0,
7/10/17,25,9,0,3005,NA,NA,0,1452,0,0,
7/11/17,25,8,0,3005,NA,NA,0,1452,0,0,
7/12/17,25,7,0,3005,NA,NA,0,1452,0,0,
7/13/17,26,8,0,3005,NA,NA,0,1452,0,0,
7/14/17,26,9,0,3005,NA,NA,0,1452,0,0,
7/15/17,27,8,0,3005,NA,NA,0,1452,0,0,
7/16/17,26,10,0,3005,NA,NA,0,1452,0,0,
7/17/17,23,8,0,3005,NA,NA,0,1452,0,0,
7/18/17,22,7,0,3005,NA,NA,0,1452,0,0,
7/19/17,24,5,0,3005,NA,NA,0,1452,0,0,
7/20/17,23,4,0,3005,NA,NA,0,1452,0,0,
7/21/17,25,4,0,3005,NA,NA,0,1452,0,0,
7/22/17,29,10,0,3005,NA,NA,0,1452,0,0,
7/23/17,28,10,0,3005,NA,NA,0,1452,0,0,
7/24/17,26,12,0,3005,NA,NA,0,1452,0,0,
7/25/17,24,11,0,3005,NA,NA,0,1452,0,0,
7/26/17,22,8,0,3005,NA,NA,0,1452,0,0,
7/27/17,25,7,0,3005,NA,NA,0,1452,0,0,
7/28/17,26,10,0,3005,NA,NA,0,1452,0,0,
7/29/17,26,10,0,3005,NA,NA,0,1452,0,0,
7/30/17,27,11,0,3005,NA,NA,0,1452,0,0,
7/31/17,30,12,0,3005,NA,NA,0,1452,0,0,
8/1/17,31,13,0,3005,NA,NA,0,1452,0,0,
8/2/17,30,13,1,3006,NA,100,0,1452,0,0,
8/3/17,29,13,1,3007,NA,100,0,1452,0,0,
8/4/17,26,12,0,3007,NA,NA,0,1452,0,0,
8/5/17,19,9,2,3009,NA,100,0,1452,0,0,
8/6/17,24,8,0,3009,NA,NA,0,1452,0,0,
8/7/17,23,8,T,3009,NA,100,0,1452,0,0,
8/8/17,24,9,0,3009,NA,NA,0,1452,0,0,
8/9/17,24,10,0,3009,NA,NA,0,1452,0,0,
8/10/17,24,9,0,3009,NA,NA,0,1452,0,0,
8/11/17,24,7,0,3009,NA,NA,0,1452,0,0,
8/12/17,23,6,0,3009,NA,NA,0,1452,0,0,
8/13/17,23,6,0,3009,NA,NA,0,1452,0,0,
8/14/17,20,8,0,3009,NA,NA,0,1452,0,0,
8/15/17,22,7,0,3009,NA,NA,0,1452,0,0,
8/16/17,24,10,T,3009,NA,100,0,1452,0,0,
8/17/17,26,12,0,3009,NA,NA,0,1452,0,0,
8/18/17,27,12,0,3009,NA,NA,0,1452,0,0,
8/19/17,27,12,0,3009,NA,NA,0,1452,0,0,
8/20/17,25,12,2,3011,NA,100,0,1452,0,0,
8/21/17,26,15,0,3011,NA,NA,0,1452,0,0,
8/22/17,23,13,T,3011,NA,100,0,1452,0,0,
8/23/17,23,12,0,3011,NA,NA,0,1452,0,0,
8/24/17,24,9,1,3012,NA,100,0,1452,0,0,
8/25/17,25,9,0,3012,NA,NA,0,1452,0,0,
8/26/17,28,10,0,3012,NA,NA,0,1452,0,0,
8/27/17,28,11,0,3012,NA,NA,0,1452,0,0,
8/28/17,28,12,0,3012,NA,NA,0,1452,0,0,
8/29/17,27,12,0,3012,NA,NA,0,1452,0,0,
8/30/17,26,10,0,3012,NA,NA,0,1452,0,0,
8/31/17,26,8,0,3012,NA,NA,0,1452,0,0,
9/1/17,28,13,0,3012,NA,NA,0,1452,0,0,
9/2/17,30,12,0,3012,NA,NA,0,1452,0,0,
9/3/17,30,13,T,3012,NA,100,0,1452,0,0,
9/4/17,29,17,0,3012,NA,NA,0,1452,0,0,
9/5/17,29,14,7,3019,NA,100,0,1452,0,0,
9/6/17,24,12,3,3022,NA,100,0,1452,0,0,
9/7/17,20,8,0,3022,NA,NA,0,1452,0,0,
9/8/17,21,8,2,3024,NA,100,0,1452,0,0,
9/9/17,21,9,0,3024,NA,NA,0,1452,0,0,
9/10/17,24,9,0,3024,NA,NA,0,1452,0,0,
9/11/17,25,10,9,3033,NA,100,0,1452,0,0,
9/12/17,20,11,2,3035,NA,100,0,1452,0,0,
9/13/17,22,13,2,3037,NA,100,0,1452,0,0,
9/14/17,15,9,0,3037,NA,NA,0,1452,0,0,
9/15/17,17,8,0,3037,NA,NA,0,1452,0,0,
9/16/17,17,4,0,3037,NA,NA,0,1452,0,0,
9/17/17,17,4,0,3037,NA,NA,0,1452,0,0,
9/18/17,14,5,T,3037,NA,100,0,1452,0,0,
9/19/17,12,3,0,3037,NA,NA,0,1452,0,0,
9/20/17,8,3,11,3048,NA,100,0,1452,0,0,
9/21/17,8,0,16,3064,80,20,1.5,1453.5,1.5,0.2,
9/22/17,6,-1,T,3064,100,NA,2.5,1456,2,0.5,
9/23/17,9,-1,0,3064,NA,NA,0,1456,0,0,
9/24/17,13,2,0,3064,NA,NA,0,1456,0,0,
9/25/17,15,5,0,3064,NA,NA,0,1456,0,0,
9/26/17,15,5,0,3064,NA,NA,0,1456,0,0,
9/27/17,19,4,0,3064,NA,NA,0,1456,0,0,
9/28/17,19,4,0,3064,NA,NA,0,1456,0,0,
9/29/17,17,4,0,3064,NA,NA,0,1456,0,0,
9/30/17,16,4,0,3064,NA,NA,0,1456,0,0,
